id,url,name,season,number,type,airdate,airtime,airstamp,runtime,rating,image,summary,_links
869671,https://www.tvmaze.com/episodes/869671/westworld-1x01-the-original,The Original,1,1,regular,2016-10-02,21:00,2016-10-03T01:00:00+00:00,68,{'average': 8},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/78/195475.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/78/195475.jpg'}","<p>A woman named Dolores is a free spirit in the Old West... and unaware that she's actually an android, programmed to entertain rich guests seeking to act out their fantasies in an idealized vision of the 1880s. However, the people in charge soon realize that their androids are acting in ways that they didn't anticipate.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/869671'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
911201,https://www.tvmaze.com/episodes/911201/westworld-1x02-chestnut,Chestnut,1,2,regular,2016-10-09,21:00,2016-10-10T01:00:00+00:00,60,{'average': 7.7},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/78/195436.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/78/195436.jpg'}","<p>Bernard suspects that someone is sabotaging the hosts. Meanwhile, the Man continues his search for the deeper game, and Maeve finds herself in a world of hurt... literally.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/911201'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
911204,https://www.tvmaze.com/episodes/911204/westworld-1x03-the-stray,The Stray,1,3,regular,2016-10-16,21:00,2016-10-17T01:00:00+00:00,60,{'average': 7.6},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/79/198183.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/79/198183.jpg'}","<p>Bernard continues to investigate Dolores' supposed malfunction, and realizes that he has something unexpected on his hands. Meanwhile, Robert talks about the early days of the park, and Teddy receives a new role and narrative.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/911204'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
911205,https://www.tvmaze.com/episodes/911205/westworld-1x04-dissonance-theory,Dissonance Theory,1,4,regular,2016-10-23,21:00,2016-10-24T01:00:00+00:00,60,{'average': 7.9},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/80/201367.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/80/201367.jpg'}","<p>While Dolores joins William and Logan on their adventure, the Man in Black continues his search for the entrance to the Maze and meets Armistice. Meanwhile, Robert reveals some of his true power to Theresa and advises her to stay out of his way.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/911205'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
927174,https://www.tvmaze.com/episodes/927174/westworld-1x05-contrapasso,Contrapasso,1,5,regular,2016-10-30,21:00,2016-10-31T01:00:00+00:00,60,{'average': 8},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/81/204265.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/81/204265.jpg'}","<p>Dolores takes the first step on her path of discovery by deciding to write a new story for herself... where she isn't the damsel. Meanwhile, Elise discovers the Woodcutter's secret, and Robert pays the Man a visit.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/927174'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
932057,https://www.tvmaze.com/episodes/932057/westworld-1x06-the-adversary,The Adversary,1,6,regular,2016-11-06,21:00,2016-11-07T02:00:00+00:00,60,{'average': 8},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/82/207324.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/82/207324.jpg'}","<p>While Maeve convinces Felix to show her ""upstairs,"" Teddy and the Man close in on the maze. Meanwhile, Bernard and Elsie close in on the identity of the person who is stealing secrets from the park, while Lee meets with a Delos executive director.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/932057'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
938404,https://www.tvmaze.com/episodes/938404/westworld-1x07-trompe-loeil,Trompe L'Oeil,1,7,regular,2016-11-13,21:00,2016-11-14T02:00:00+00:00,60,{'average': 8.6},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/83/209400.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/83/209400.jpg'}","<p>While William and Dolores travel to the unclaimed territories, Charlotte and Theresa make plans to force Robert out of the park using Clementine. Meanwhile, Maeve continues her plans to escape Westworld.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/938404'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
943065,https://www.tvmaze.com/episodes/943065/westworld-1x08-trace-decay,Trace Decay,1,8,regular,2016-11-20,21:00,2016-11-21T02:00:00+00:00,60,{'average': 7.9},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/84/211554.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/84/211554.jpg'}","<p>Bernard tries to cope with what he did under Robert's orders. Meanwhile, William and Dolores find a town, and Maeve remembers more of her past. Meanwhile, the Man reveals his past to Teddy.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/943065'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
943066,https://www.tvmaze.com/episodes/943066/westworld-1x09-the-well-tempered-clavier,The Well-Tempered Clavier,1,9,regular,2016-11-27,21:00,2016-11-28T02:00:00+00:00,60,{'average': 8.5},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/85/213932.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/85/213932.jpg'}","<p>Bernard forces Robert to take him back into his own memories, while the Man meets with Charlotte. Meanwhile, Dolores escapes the Confederado camp and William gives Logan new orders.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/943066'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
943067,https://www.tvmaze.com/episodes/943067/westworld-1x10-the-bicameral-mind,The Bicameral Mind,1,10,regular,2016-12-04,21:00,2016-12-05T02:00:00+00:00,90,{'average': 8.7},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/86/216453.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/86/216453.jpg'}","<p>Delores finds out the truth about William's fate. Meanwhile, Maeve organizes an escape plan, only to discover that someone else is pulling the strings. And Robert plays the final piece in his grand narrative.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/943067'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
1214222,https://www.tvmaze.com/episodes/1214222/westworld-2x01-journey-into-night,Journey Into Night,2,1,regular,2018-04-22,21:00,2018-04-23T01:00:00+00:00,74,{'average': 7.8},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/152/381118.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/152/381118.jpg'}","<p>In the aftermath of the host rebellion, the rescue team finds Bernard and the new Head of Operations asks for his help. Meanwhile, Delores promises to show Teddy the truth, and Maeve convinces Lee and Hector to help her find her daughter.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/1214222'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
1440915,https://www.tvmaze.com/episodes/1440915/westworld-2x02-reunion,Reunion,2,2,regular,2018-04-29,21:00,2018-04-30T01:00:00+00:00,60,{'average': 7.7},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/153/382957.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/153/382957.jpg'}","<p>Dolores looks for allies sympathetic to her cause and shows Teddy the truth of his existence. In the past, Dolores gets her first taste of the outside world and William shows her a weapon of mass destruction.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/1440915'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
1440916,https://www.tvmaze.com/episodes/1440916/westworld-2x03-virtu-e-fortuna,Virtù e Fortuna,2,3,regular,2018-05-06,21:00,2018-05-07T01:00:00+00:00,60,{'average': 7.7},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/154/386069.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/154/386069.jpg'}","<p>While Delores makes a deal with the Confederados, Maeve and her group find Felix and Sylvester. Meanwhile, a new Guest comes to Westworld, and Bernard has a meeting of minds with Peter.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/1440916'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
1440917,https://www.tvmaze.com/episodes/1440917/westworld-2x04-the-riddle-of-the-sphinx,The Riddle of the Sphinx,2,4,regular,2018-05-13,21:00,2018-05-14T01:00:00+00:00,71,{'average': 8},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/155/387630.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/155/387630.jpg'}","<p>William pays his recuperating father-in-law several visits. Meanwhile, the Man continues to play Robert's game, and Bernard remembers some of his missing time.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/1440917'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
1446362,https://www.tvmaze.com/episodes/1446362/westworld-2x05-akane-no-mai,Akane No Mai,2,5,regular,2018-05-20,21:00,2018-05-21T01:00:00+00:00,60,{'average': 7.6},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/155/389365.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/155/389365.jpg'}","<p>While Maeve and her people explore Shogun World, Delores realizes that the Teddy she knows can't be a part of the new world coming.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/1446362'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
1453278,https://www.tvmaze.com/episodes/1453278/westworld-2x06-phase-space,Phase Space,2,6,regular,2018-05-27,21:00,2018-05-28T01:00:00+00:00,60,{'average': 7.7},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/156/390990.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/156/390990.jpg'}","<p>Maeve finds her daughter, Delores finds the ""real"" Teddy, Grace finds her father, and Charlotte and Stubbs find Peter.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/1453278'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
1459961,https://www.tvmaze.com/episodes/1459961/westworld-2x07-les-ecorches,Les Écorchés,2,7,regular,2018-06-03,21:00,2018-06-04T01:00:00+00:00,60,{'average': 7.9},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/156/392143.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/156/392143.jpg'}","<p>Charlotte and Bernard review Bernard's memories to discover what happened to the missing control unit. Meanwhile, Robert has a chat with Bernard, and Maeve confronts her former tormentor.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/1459961'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
1459788,https://www.tvmaze.com/episodes/1459788/westworld-2x08-kiksuya,Kiksuya,2,8,regular,2018-06-10,21:00,2018-06-11T01:00:00+00:00,60,{'average': 8.7},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/157/393811.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/157/393811.jpg'}","<p>Another of Westworld's Host revolutionaries is revealed. Meanwhile, Emily finds the Man and convinces the Ghost Nation to hand him over to her to ensure his suffering.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/1459788'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
1459789,https://www.tvmaze.com/episodes/1459789/westworld-2x09-vanishing-point,Vanishing Point,2,9,regular,2018-06-17,21:00,2018-06-18T01:00:00+00:00,60,{'average': 8.4},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/158/395754.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/158/395754.jpg'}","<p>The Man learns that his grip on reality isn't what he thought, as he considers how his wife died. Meanwhile, Dolores continues her trek across the park to the Valley Beyond, and Bernard receives another visit from Robert.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/1459789'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
1459790,https://www.tvmaze.com/episodes/1459790/westworld-2x10-the-passenger,The Passenger,2,10,regular,2018-06-24,21:00,2018-06-25T01:00:00+00:00,90,{'average': 8.5},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/158/397018.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/158/397018.jpg'}","<p>The Man faces a personal reckoning, while Akecheta and the others find the door. Meanwhile, Bernard meets with Robert one last time after choosing how to deal with Dolores.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/1459790'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
1789333,https://www.tvmaze.com/episodes/1789333/westworld-3x01-parce-domine,Parce Domine,3,1,regular,2020-03-15,21:00,2020-03-16T01:00:00+00:00,70,{'average': 8},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/246/615760.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/246/615760.jpg'}","<p>If you're stuck in a loop, try walking in a straight line.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/1789333'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
1800146,https://www.tvmaze.com/episodes/1800146/westworld-3x02-the-winter-line,The Winter Line,3,2,regular,2020-03-22,21:00,2020-03-23T01:00:00+00:00,60,{'average': 7.8},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/247/619379.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/247/619379.jpg'}",<p>People put up a lot of walls. Bring a sledgehammer to your life.</p>,"{'self': {'href': 'https://api.tvmaze.com/episodes/1800146'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
1800147,https://www.tvmaze.com/episodes/1800147/westworld-3x03-the-absence-of-field,The Absence of Field,3,3,regular,2020-03-29,21:00,2020-03-30T01:00:00+00:00,60,{'average': 7.8},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/247/619381.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/247/619381.jpg'}","<p>If you don't like what you see in the mirror, don't blame the mirror.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/1800147'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
1800148,https://www.tvmaze.com/episodes/1800148/westworld-3x04-the-mother-of-exiles,The Mother of Exiles,3,4,regular,2020-04-05,21:00,2020-04-06T01:00:00+00:00,70,{'average': 8},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/249/623071.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/249/623071.jpg'}",<p>The truth doesn't always set you free.</p>,"{'self': {'href': 'https://api.tvmaze.com/episodes/1800148'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
1800149,https://www.tvmaze.com/episodes/1800149/westworld-3x05-genre,Genre,3,5,regular,2020-04-12,21:00,2020-04-13T01:00:00+00:00,60,{'average': 7.9},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/251/629355.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/251/629355.jpg'}",<p>Just say no.</p>,"{'self': {'href': 'https://api.tvmaze.com/episodes/1800149'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
1829375,https://www.tvmaze.com/episodes/1829375/westworld-3x06-decoherence,Decoherence,3,6,regular,2020-04-19,21:00,2020-04-20T01:00:00+00:00,60,{'average': 7.5},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/252/632212.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/252/632212.jpg'}",<p>Do a lot of people tell you that you need therapy?</p>,"{'self': {'href': 'https://api.tvmaze.com/episodes/1829375'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
1800151,https://www.tvmaze.com/episodes/1800151/westworld-3x07-passed-pawn,Passed Pawn,3,7,regular,2020-04-26,21:00,2020-04-27T01:00:00+00:00,60,{'average': 7.5},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/254/635599.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/254/635599.jpg'}","<p>A real friend is one who walks in when the rest of the world walks out. Caleb gets an insight on the true nature of his past; Dolores seeks out Rehoboam's predecessor, while Maeve tracks her down; Bernard, Stubbs, and William escape from all the chaos. </p>","{'self': {'href': 'https://api.tvmaze.com/episodes/1800151'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
1800152,https://www.tvmaze.com/episodes/1800152/westworld-3x08-crisis-theory,Crisis Theory,3,8,regular,2020-05-03,21:00,2020-05-04T01:00:00+00:00,75,{'average': 7.7},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/254/635189.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/254/635189.jpg'}",<p>Time to face the music. Dolores' true intentions are revealed; Bernard confronts a ghost from his past; Maeve is conflicted; Serac's voice is dominant; Caleb's role is revealed; and William faces an unexpected villain. <br /> </p>,"{'self': {'href': 'https://api.tvmaze.com/episodes/1800152'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
2326389,https://www.tvmaze.com/episodes/2326389/westworld-4x01-the-auguries,The Auguries,4,1,regular,2022-06-26,21:00,2022-06-27T01:00:00+00:00,55,{'average': 7.1},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/414/1035413.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/414/1035413.jpg'}",<p>Hello again. Don't worry about a thing. It's all in your head.</p>,"{'self': {'href': 'https://api.tvmaze.com/episodes/2326389'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
2326655,https://www.tvmaze.com/episodes/2326655/westworld-4x02-well-enough-alone,Well Enough Alone,4,2,regular,2022-07-03,21:00,2022-07-04T01:00:00+00:00,55,{'average': 7.4},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/414/1036909.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/414/1036909.jpg'}",<p>I heard a fly buzz when I died.</p>,"{'self': {'href': 'https://api.tvmaze.com/episodes/2326655'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
2326656,https://www.tvmaze.com/episodes/2326656/westworld-4x03-annees-folles,Années Folles,4,3,regular,2022-07-10,21:00,2022-07-11T01:00:00+00:00,55,{'average': 7.6},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/415/1038520.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/415/1038520.jpg'}","<p>You can never go back again. But if you do, bring a shovel.</p>","{'self': {'href': 'https://api.tvmaze.com/episodes/2326656'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
2326657,https://www.tvmaze.com/episodes/2326657/westworld-4x04-generation-loss,Generation Loss,4,4,regular,2022-07-17,21:00,2022-07-18T01:00:00+00:00,51,{'average': 7.7},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/415/1039531.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/415/1039531.jpg'}",<p>Should auld acquaintance be forgot and days of auld lang syne?</p>,"{'self': {'href': 'https://api.tvmaze.com/episodes/2326657'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
2326658,https://www.tvmaze.com/episodes/2326658/westworld-4x05-zhuangzi,Zhuangzi,4,5,regular,2022-07-24,21:00,2022-07-25T01:00:00+00:00,60,{'average': 7.8},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/416/1042460.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/416/1042460.jpg'}",<p>God is bored.</p>,"{'self': {'href': 'https://api.tvmaze.com/episodes/2326658'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
2326659,https://www.tvmaze.com/episodes/2326659/westworld-4x06-fidelity,Fidelity,4,6,regular,2022-07-31,21:00,2022-08-01T01:00:00+00:00,60,{'average': 7.5},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/417/1044302.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/417/1044302.jpg'}",<p>To thine own selves be true.</p>,"{'self': {'href': 'https://api.tvmaze.com/episodes/2326659'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
2326660,https://www.tvmaze.com/episodes/2326660/westworld-4x07-metanoia,Metanoia,4,7,regular,2022-08-07,21:00,2022-08-08T01:00:00+00:00,60,{'average': 7.7},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/418/1045645.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/418/1045645.jpg'}",<p>You want to have a drink at a time like this?</p>,"{'self': {'href': 'https://api.tvmaze.com/episodes/2326660'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
2326661,https://www.tvmaze.com/episodes/2326661/westworld-4x08-que-sera-sera,"Que Será, Será",4,8,regular,2022-08-14,21:00,2022-08-15T01:00:00+00:00,60,{'average': 7.5},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/418/1046925.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/418/1046925.jpg'}",<p>Like what I've done with the place? (I just cranked it to expert level.)</p>,"{'self': {'href': 'https://api.tvmaze.com/episodes/2326661'}, 'show': {'href': 'https://api.tvmaze.com/shows/1371'}}"
